"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","rec_built","rec_renovated"
469000,3,2.25,1820,8446,2,0,3,8,1978,0,"98034",47.7208,-122.236,1850,8437,0,0
350000,3,1,1240,10800,1,0,5,7,1959,0,"98056",47.5233,-122.185,1810,10800,0,0
735000,4,1.75,2100,7960,1,0,3,8,1955,0,"98004",47.6079,-122.195,2060,7960,0,0
1250000,6,3.25,3750,14150,2,0,5,9,1936,1968,"98117",47.6999,-122.393,2140,7968,0,0
838000,6,2.5,3760,12978,1,0,3,9,1967,0,"98117",47.6976,-122.381,2300,7362,0,0
438000,4,2.5,1970,8545,2,0,3,8,2004,0,"98059",47.4893,-122.138,2590,7200,1,0
802000,4,2.25,2130,8734,2,0,4,8,1961,0,"98006",47.5672,-122.161,2550,8800,0,0
624000,4,3,1540,4140,1.5,0,5,7,1902,0,"98107",47.6728,-122.396,1460,5000,0,0
285000,3,1,1440,4268,1,0,3,7,1953,0,"98108",47.5468,-122.293,1370,4268,0,0
528000,5,1.75,2140,8580,1,0,3,7,1962,0,"98033",47.6625,-122.178,1600,9206,0,0
406000,3,2,1380,15426,1,0,4,7,1968,0,"98075",47.5951,-122.036,1380,15426,0,0
170000,1,1,480,4560,1,0,3,5,1922,0,"98065",47.5253,-121.826,890,4803,0,0
383000,3,1,1180,7210,1,0,4,7,1963,0,"98034",47.7267,-122.241,1700,7210,0,0
575000,5,1.75,2980,53578,1,0,4,9,1976,0,"98027",47.4908,-122.059,2860,75546,0,0
555000,3,2.5,2160,7584,2,0,3,8,1988,0,"98029",47.5751,-122.014,2160,7372,0,0
530000,3,1.75,1680,7770,1,0,4,7,1967,0,"98005",47.6028,-122.167,1880,7770,0,0
362000,3,2.75,1420,955,2,0,3,8,2004,0,"98029",47.5477,-122.003,1420,955,1,0
373000,3,1.75,1310,7811,1,0,3,7,1976,0,"98034",47.7319,-122.167,1530,7800,0,0
368000,4,2.75,2610,9426,1,0,3,7,1965,0,"98188",47.4435,-122.279,1600,9426,0,0
230000,3,2,1310,7332,1,0,3,7,1987,0,"98038",47.3597,-122.051,1530,7362,0,0
666000,3,2.5,3000,5000,1.5,0,4,7,1918,0,"98144",47.5781,-122.293,1970,5000,0,0
325000,4,1,1400,9384,1.5,0,4,6,1948,0,"98106",47.5166,-122.361,1600,8432,0,0
219000,4,1.5,1370,7944,1.5,0,3,7,1961,0,"98198",47.4224,-122.289,1370,9181,0,0
264000,4,2.25,2300,7524,2,0,4,8,1978,0,"98023",47.313,-122.388,2270,8025,0,0
3300000,5,4.75,6200,13873,2,1,4,11,1989,0,"98008",47.605,-122.112,2940,13525,0,0
267000,3,2.25,1650,10000,2,0,3,7,1988,0,"98198",47.3862,-122.315,1420,10000,0,0
569000,4,2.5,3010,6181,2,0,3,9,2000,0,"98056",47.5212,-122.192,2960,6515,0,0
439000,3,2.25,2230,4551,1.5,0,5,8,1928,0,"98178",47.5078,-122.236,2060,7200,0,0
515000,4,2.5,2030,39049,1,0,4,7,1953,0,"98166",47.4413,-122.345,2400,14605,0,0
507000,3,1,1180,6000,1,0,3,7,1950,0,"98115",47.6853,-122.286,1680,6000,0,0
365000,3,2.5,1484,1761,3,0,3,7,2003,0,"98115",47.6844,-122.317,1484,4320,1,0
980000,4,4.25,3250,11780,2,0,3,8,1944,2001,"98004",47.6322,-122.203,1800,9000,0,1
450000,5,3.5,3931,9497,2,0,3,10,2014,0,"98023",47.3008,-122.386,3510,9497,1,0
355000,3,2.25,1445,1087,2,0,3,7,2005,0,"98027",47.5339,-122.067,1410,1336,1,0
617000,5,3.5,3560,5008,2,0,3,8,2013,0,"98106",47.5542,-122.359,2910,5026,1,0
540000,4,2.5,2710,9248,2,0,3,7,2011,0,"98065",47.5164,-121.875,2710,5000,1,0
835000,4,2.75,3130,13412,2,0,3,9,1993,0,"98052",47.6993,-122.102,2260,9984,0,0
740000,4,2,2050,4400,1.5,0,4,9,1922,0,"98102",47.644,-122.319,2320,5500,0,0
483000,6,4.5,2940,7500,1.5,0,4,8,1966,0,"98034",47.7208,-122.182,2010,7500,0,0
307000,3,1.75,1410,16105,1,0,3,7,1982,0,"98014",47.6927,-121.913,1550,18615,0,0
304000,3,2.5,1981,5700,2,0,3,8,2010,0,"98030",47.3668,-122.178,1981,5894,1,0
5e+05,4,2.5,2840,18001,2,0,3,9,1994,0,"98019",47.7359,-121.962,2500,18001,0,0
306000,3,1,910,8658,1,0,3,7,1955,0,"98155",47.7586,-122.303,1170,10200,0,0
750000,5,2.25,3060,13630,2,0,3,10,1989,0,"98006",47.5585,-122.117,3430,10700,0,0
525000,3,1.5,1380,4290,1,0,3,7,1955,0,"98107",47.674,-122.379,1510,3900,0,0
1580000,5,3.75,4220,9240,2,0,5,11,1991,0,"98040",47.5895,-122.229,3380,9240,0,0
998000,4,3.25,3770,982998,2,0,3,10,1992,0,"98058",47.414,-122.087,2290,37141,0,0
234000,3,1.5,1580,10517,1,0,4,6,1957,0,"98002",47.2903,-122.214,1400,10658,0,0
428000,4,2.5,2650,6000,2,0,3,9,2000,0,"98038",47.3768,-122.028,2630,6381,0,0
1030000,4,3.25,3780,11200,2,0,3,11,2002,0,"98059",47.521,-122.15,3720,11813,1,0
215000,4,2.5,1700,6675,2,0,3,7,1997,0,"98038",47.3638,-122.053,1570,7540,0,0
650000,4,2.5,2160,3139,1,0,3,7,1940,0,"98103",47.6662,-122.338,1650,3740,0,0
7e+05,3,2.5,2410,9916,2,0,4,10,1989,0,"98052",47.6911,-122.103,2310,8212,0,0
659000,3,1.5,1540,5040,2,0,3,8,1907,0,"98122",47.6138,-122.299,1590,3600,0,0
455000,5,2.25,3470,28212,1.5,0,4,8,1978,0,"98042",47.3342,-122.108,2020,28177,0,0
4e+05,6,3,3320,15600,1,0,4,8,1977,0,"98092",47.2983,-122.166,2330,15360,0,0
460000,3,1,1860,6360,1,0,3,8,1954,0,"98136",47.5327,-122.392,1770,6175,0,0
3e+05,4,2.5,2200,5730,2,0,3,8,2003,0,"98042",47.3482,-122.153,2200,5772,1,0
695000,3,3.75,2380,3600,1.5,0,3,7,1927,0,"98112",47.6374,-122.307,1990,3520,0,0
950000,6,1,2330,5000,1.5,0,4,7,1920,0,"98117",47.6789,-122.397,1570,5000,0,0
340000,3,1,980,7228,1.5,0,3,7,1946,0,"98133",47.7294,-122.353,1070,7228,0,0
375000,4,2.25,1450,7245,1,0,5,7,1950,1983,"98133",47.7643,-122.343,1660,7800,0,0
1100000,4,2.75,3410,7750,1,0,5,8,1958,0,"98116",47.5718,-122.406,3080,8525,0,0
584000,3,1.75,1720,7800,1,0,4,7,1978,0,"98052",47.6928,-122.125,1760,7276,0,0
383000,4,1.75,1830,11090,1,0,3,7,1962,0,"98028",47.7333,-122.246,1990,10917,0,0
1500000,3,3.25,3990,8505,2,0,3,9,1922,1999,"98144",47.5744,-122.283,3640,8505,0,1
644000,3,2,1650,7104,2,0,3,8,1945,1986,"98177",47.7053,-122.374,1730,7104,0,0
655000,4,2.5,2370,9517,1,0,3,9,1984,0,"98074",47.6222,-122.034,2440,9035,0,0
395000,3,2,1500,2506,1,0,3,7,2003,0,"98144",47.5962,-122.301,1500,4662,1,0
210000,3,1.5,1250,9484,1,0,4,7,1969,0,"98042",47.3675,-122.147,1320,9600,0,0
562000,3,2.5,2400,97138,2,0,5,8,1983,0,"98077",47.7361,-122.046,2230,54450,0,0
540000,3,2.5,1280,1889,3,0,3,8,2009,0,"98105",47.6619,-122.324,1450,1889,1,0
448000,4,2.5,2425,9017,2,0,3,9,2013,0,"98001",47.3003,-122.263,2725,7019,1,0
190000,2,1,630,6000,1,0,3,6,1943,2005,"98178",47.4973,-122.221,1470,6840,0,1
255000,2,1,940,9330,1,0,3,6,1941,0,"98118",47.5445,-122.273,1900,6145,0,0
724000,2,1,1560,5000,1.5,0,4,7,1942,0,"98117",47.7006,-122.386,2620,5400,0,0
905000,4,2.5,3300,10250,1,0,3,7,1946,1991,"98040",47.5873,-122.249,1950,6045,0,1
243000,3,1.75,1450,12125,1,0,4,7,1981,0,"98001",47.3575,-122.28,1210,12125,0,0
581000,3,2.5,2600,4438,2,0,3,7,2004,0,"98053",47.6799,-122.034,2600,4904,1,0
323000,3,1.75,2100,14850,1,0,4,7,1963,0,"98042",47.3622,-122.059,1930,17238,0,0
352000,4,2.5,2470,5015,2,0,3,8,2004,0,"98038",47.3457,-122.041,2470,5100,1,0
424000,3,2.5,2070,3986,2,0,3,8,1999,0,"98065",47.5348,-121.877,2090,3986,0,0
1020000,5,3.5,4180,17841,2,0,3,10,1990,0,"98075",47.5618,-122.037,3260,12608,0,0
835000,3,2.25,2780,6000,1,0,4,9,1948,0,"98199",47.6442,-122.406,2780,6000,0,0
303000,2,1,1100,27007,1,0,4,6,1943,0,"98070",47.4471,-122.473,1746,91476,0,0
499000,3,1.5,1260,3135,1,0,4,7,1944,0,"98107",47.6693,-122.371,1540,3025,0,0
2e+05,3,1,1010,8108,1,0,3,7,1955,0,"98155",47.735,-122.309,1110,8108,0,0
575000,3,1.75,1890,11141,1,0,4,8,1968,0,"98006",47.5697,-122.163,2720,11144,0,0
360000,1,2.25,2060,10600,1.5,0,3,7,1927,1983,"98003",47.3291,-122.304,2060,11880,0,0
630000,4,2.5,2540,4727,2,0,3,9,1999,0,"98034",47.7034,-122.236,3640,5129,0,0
359000,4,1.75,1680,9244,2,0,3,8,1991,0,"98166",47.4612,-122.352,1840,9387,0,0
402000,4,1.75,1510,9176,1,0,5,7,1957,0,"98133",47.7651,-122.339,1480,9176,0,0
1240000,4,3,3330,6990,1.5,0,5,9,1928,0,"98144",47.5886,-122.287,2620,5310,0,0
311000,4,2.25,3340,8000,2,0,4,8,1973,0,"98023",47.317,-122.385,2230,8000,0,0
470000,4,2.5,2320,7800,2,0,3,8,1986,0,"98028",47.7738,-122.266,2090,5721,0,0
435000,3,2.5,1470,3000,1,0,3,7,1985,0,"98115",47.6832,-122.286,1470,5588,0,0
268000,2,1,960,5150,1,0,5,6,1951,0,"98126",47.5201,-122.372,1010,5000,0,0
238000,3,1.75,1480,7830,1,0,3,7,1980,0,"98022",47.1967,-121.998,1130,7553,0,0
270000,3,2.25,1750,8400,1,0,3,7,1965,0,"98188",47.4571,-122.272,2020,9110,0,0
285000,3,2.5,1890,3629,2,0,3,7,2005,0,"98038",47.3613,-122.041,1980,4000,1,0
475000,3,2.5,1690,2890,2,0,3,7,2004,0,"98053",47.6802,-122.031,1690,2730,1,0
3e+05,3,2.5,1870,8541,2,0,3,8,1989,0,"98023",47.2925,-122.346,2150,7789,0,0
686000,3,1.75,1490,16200,1,0,5,8,1958,0,"98005",47.5919,-122.175,2070,16200,0,0
380000,4,2.25,2120,53578,2,0,4,7,1985,0,"98022",47.2041,-122.021,2120,53578,0,0
537000,4,2.5,1720,3515,2,0,3,8,2000,0,"98144",47.591,-122.293,1140,2208,0,0
570000,3,1.75,2580,40392,1,0,3,9,1986,0,"98072",47.7637,-122.134,2460,46173,0,0
550000,4,2.5,2120,9163,1,0,4,8,1961,0,"98006",47.5551,-122.172,2120,9166,0,0
265000,3,2.5,1410,2500,2,0,3,7,2006,0,"98146",47.5132,-122.358,1290,5190,1,0
750000,5,2.75,2860,6000,2.5,0,4,8,1902,0,"98144",47.5906,-122.316,2240,6000,0,0
250000,3,2,1140,11161,1,0,4,7,1998,0,"98022",47.209,-122.012,1720,8587,0,0
238000,2,1,810,8494,1,0,3,6,1949,0,"98155",47.7389,-122.324,1050,7975,0,0
550000,4,3,2360,6678,1,0,3,8,1949,0,"98115",47.6919,-122.313,1640,6380,0,0
550000,3,2.75,2230,14400,1,0,4,8,1977,0,"98075",47.5791,-122.048,2200,13280,0,0
920000,4,2.75,3140,9085,1,0,5,8,1961,0,"98006",47.5675,-122.16,2430,9350,0,0
1e+06,4,2.5,2230,3600,2,0,5,8,1906,0,"98112",47.6304,-122.309,2410,4800,0,0
924000,4,2.5,3600,6055,2,0,3,9,2014,0,"98052",47.7053,-122.126,3590,6050,1,0
570000,3,1.75,2910,37461,1,0,4,7,1967,0,"98052",47.7015,-122.164,2520,18295,0,0
429000,2,1,1080,3600,1,0,3,7,1922,0,"98122",47.6078,-122.291,2230,4500,0,0
620000,4,2.5,1840,220308,2,0,3,8,2000,0,"98038",47.4306,-122.049,1890,65340,0,0
3e+05,3,1.75,1830,51836,1,0,4,7,1966,0,"98059",47.4774,-122.098,1320,51400,0,0
301000,3,1.5,1030,8414,1,0,4,7,1967,0,"98155",47.7654,-122.297,1750,8414,0,0
310000,3,1,1990,7173,1,0,3,7,1972,0,"98034",47.7116,-122.213,1320,7245,0,0
898000,5,2.25,2700,9000,2,0,5,9,1987,0,"98007",47.6599,-122.146,2630,9000,0,0
360000,3,1.75,1570,6975,1,0,3,7,1979,0,"98126",47.5137,-122.37,1280,7813,0,0
158000,3,2.5,1520,7200,2,0,4,7,1985,0,"98030",47.3679,-122.182,1780,7210,0,0
375000,4,2.75,3140,24800,1,0,4,8,1971,0,"98042",47.3782,-122.161,2850,12900,0,0
375000,3,2.5,2540,11562,1,0,3,8,1964,0,"98028",47.7614,-122.229,2230,10310,0,0
393000,3,2.25,2140,10256,2,0,3,8,1987,0,"98038",47.3751,-122.044,2040,11717,0,0
760000,4,2.5,2990,5280,2,0,3,9,2003,0,"98027",47.5353,-122.066,2990,6299,1,0
289000,3,1.5,1970,22486,1,0,4,6,1968,0,"98058",47.4511,-122.089,1850,20160,0,0
234000,3,1,1010,8906,1,0,5,7,1968,0,"98042",47.3627,-122.108,1150,10414,0,0
350000,3,2.75,2370,4632,2,0,3,7,2002,0,"98038",47.3794,-122.022,2290,5012,1,0
830000,3,3.5,3820,145054,2,0,3,9,1999,0,"98045",47.4419,-121.736,2500,95950,0,0
223000,2,1,860,5800,1,0,5,5,1942,0,"98056",47.4979,-122.183,900,6000,0,0
380000,2,2.5,2110,114127,1,0,4,8,1975,0,"98031",47.4137,-122.212,1960,11250,0,0
689000,2,1.75,2330,10143,1,0,4,7,1953,0,"98146",47.4899,-122.359,2560,9750,0,0
1350000,4,3.25,3030,5164,1.5,0,5,9,1925,0,"98112",47.6394,-122.299,1890,4415,0,0
783000,4,2,1590,5400,1,0,3,7,1900,0,"98119",47.637,-122.367,2190,4800,0,0
2e+05,4,2,1750,8116,1,0,4,5,1943,0,"98056",47.5097,-122.181,1440,7865,0,0
655000,4,3.5,3420,33106,2,0,3,9,2004,0,"98010",47.3554,-121.986,3420,36590,1,0
718000,3,2.5,2070,7200,2,0,3,8,2001,0,"98033",47.6946,-122.211,1650,8877,1,0
279000,3,1,1530,15975,1,0,3,7,1952,0,"98168",47.4766,-122.326,1540,15975,0,0
1500000,4,4.25,5020,26319,2,0,3,12,1998,0,"98074",47.6008,-122.01,4930,26319,0,0
796000,4,3.25,2110,3000,2,0,3,8,2001,0,"98115",47.6769,-122.328,1780,4000,1,0
660000,3,2.5,2650,11250,2,0,3,9,2005,0,"98155",47.7644,-122.29,2200,10013,1,0
4e+05,5,2,2760,6420,1,0,5,7,1964,0,"98118",47.5396,-122.276,1400,7112,0,0
235000,3,2,1430,10850,1,0,3,7,1994,0,"98001",47.2671,-122.233,1610,8015,0,0
347000,3,1,940,9198,1,0,3,7,1968,0,"98052",47.6889,-122.117,1430,8370,0,0
527000,4,2.5,2830,6163,2,0,3,9,2000,0,"98056",47.5227,-122.19,2730,6202,0,0
601000,4,3.5,3110,6829,2,0,3,8,2014,0,"98148",47.4349,-122.328,2910,7425,1,0
456000,3,2.5,2130,5205,2,0,3,8,2013,0,"98045",47.4832,-121.774,2250,5462,1,0
1100000,4,4,3770,8899,2,0,3,10,2006,0,"98074",47.6476,-122.079,3300,8308,1,0
520000,2,1.75,1340,1368,2,0,3,7,2006,0,"98122",47.618,-122.311,2480,1707,1,0
245000,2,1,1050,5900,1,0,3,7,1950,0,"98126",47.5326,-122.376,1280,5900,0,0
205000,3,2,1410,8384,1,0,3,7,1985,0,"98001",47.3315,-122.263,1410,9205,0,0
1230000,5,4.5,3732,4426,2.5,0,3,10,2001,0,"98112",47.6189,-122.288,2950,4000,1,0
442000,3,2.5,2420,9592,2,0,3,8,1993,0,"98059",47.5093,-122.153,2420,9145,0,0
515000,4,1.75,1730,7980,1,0,4,8,1965,0,"98007",47.6219,-122.138,2080,8400,0,0
273000,4,1.5,1800,8786,1,0,3,7,1966,0,"98146",47.4982,-122.345,1780,8664,0,0
1200000,5,3.25,5180,19606,1,0,3,11,1993,0,"98006",47.555,-122.114,4050,15296,0,0
9e+05,3,2.75,2980,12600,1.5,0,3,8,1941,2012,"98033",47.674,-122.196,1520,9660,0,1
550000,2,1,1260,4000,1,0,3,7,1940,0,"98117",47.6898,-122.384,1780,4000,0,0
390000,2,1.75,1150,2723,1,0,4,7,1923,0,"98102",47.6357,-122.322,1440,4000,0,0
470000,5,3.75,3860,6901,2,0,3,7,2003,0,"98038",47.3694,-122.032,3000,8584,1,0
525000,3,1.75,2870,26500,1.5,0,3,8,1948,1981,"98166",47.4485,-122.355,2420,20500,0,0
526000,4,2.25,2970,54450,2,0,3,8,1983,1998,"98058",47.4338,-122.146,2260,6465,0,1
375000,3,1.5,1630,16170,1,0,3,7,1988,0,"98034",47.7104,-122.235,1630,9931,0,0
485000,3,2.5,2540,51836,1,0,4,8,1976,0,"98042",47.389,-122.088,1650,51836,0,0
334000,4,2.5,2310,6200,2,0,3,8,1998,0,"98092",47.3321,-122.172,2480,6200,0,0
510000,3,1.75,1610,11950,1,0,3,7,1984,0,"98052",47.6705,-122.138,1610,9363,0,0
613000,3,2.75,2050,3320,1.5,0,4,7,1927,0,"98105",47.6719,-122.301,1760,4150,0,0
280000,3,2.25,2140,7200,2,0,4,7,1979,0,"98031",47.3913,-122.191,1890,7455,0,0
473000,2,1.75,1510,4555,1,0,3,8,2005,0,"98053",47.7136,-122.031,1640,4500,1,0
550000,3,3,1720,70567,1,0,5,7,1966,0,"98027",47.4936,-122.069,2740,70567,0,0
264000,3,1,1420,7420,1.5,0,3,6,1944,0,"98178",47.4949,-122.239,1290,6600,0,0
490000,3,1.75,1510,11120,1,0,4,8,1984,0,"98005",47.5931,-122.158,2660,10800,0,0
243000,3,1,1020,5870,1,0,3,6,1941,0,"98155",47.741,-122.314,1160,6901,0,0
445000,4,2.5,2360,81892,1,0,3,8,2000,0,"98042",47.369,-122.156,1730,18096,0,0
390000,4,1,1710,117176,1.5,0,4,6,1942,0,"98055",47.4497,-122.212,1940,12223,0,0
215000,3,1,1190,7500,1,0,5,7,1968,0,"98042",47.3248,-122.142,1200,9750,0,0
498000,3,3,2360,2750,2,0,3,7,1983,0,"98125",47.7142,-122.281,1970,5800,0,0
431000,2,1,1000,6500,1,0,4,7,1918,0,"98136",47.5474,-122.388,1280,6500,0,0
243000,3,1,940,7380,1,0,3,6,1959,0,"98058",47.4516,-122.175,1210,8095,0,0
550000,3,2.5,2080,8690,1,0,3,8,1974,0,"98166",47.4424,-122.344,2400,9625,0,0
450000,3,1,1290,47044,1,0,3,7,1968,0,"98029",47.5655,-121.998,1960,49658,0,0
260000,3,1,1690,13184,1,0,4,7,1959,0,"98166",47.476,-122.343,1130,13451,0,0
616000,5,3.25,3920,4832,2,0,3,9,2014,0,"98065",47.5202,-121.885,2660,4832,1,0
382000,4,2.5,2430,5556,2,0,4,8,2003,0,"98042",47.3762,-122.126,2430,5556,1,0
405000,5,3.5,3672,9742,2,0,3,9,2006,0,"98092",47.3255,-122.192,2140,9118,1,0
235000,5,1,1500,9282,1.5,0,5,6,1966,0,"98168",47.4702,-122.281,1520,9639,0,0
251000,2,1,840,7870,1,0,3,6,1949,0,"98155",47.7389,-122.326,1442,8131,0,0
507000,4,2.5,1890,7200,1,0,4,7,1978,0,"98034",47.7278,-122.218,2070,7200,0,0
275000,3,1,1190,27215,1,0,5,7,1943,1989,"98059",47.4978,-122.115,1450,56628,0,0
415000,1,1,1230,3774,1,0,4,6,1924,0,"98103",47.6886,-122.354,1300,3774,0,0
330000,3,2.25,1340,4080,1.5,0,3,6,1907,0,"98144",47.5722,-122.291,1670,4080,0,0
380000,3,1.5,1540,8400,1,0,5,7,1968,0,"98056",47.5237,-122.199,1690,7689,0,0
353000,2,1,860,8511,1,0,3,7,1949,0,"98125",47.7312,-122.3,1554,8499,0,0
133000,3,1,900,2550,1,0,4,6,1978,0,"98023",47.3036,-122.363,1120,2550,0,0
217000,3,1,1020,11652,1,0,4,6,1971,0,"98188",47.4459,-122.278,1690,11652,0,0
810000,4,2.5,3340,8384,2,0,3,9,2014,0,"98052",47.6761,-122.152,1560,9429,1,0
530000,3,2.25,2120,40518,1,0,3,8,1967,0,"98075",47.5896,-122.009,2480,13492,0,0
4e+05,3,2.25,1190,1149,2,0,3,8,2008,0,"98116",47.5818,-122.387,1210,1316,1,0
175000,4,1,1300,6030,1.5,0,3,6,1947,0,"98168",47.4778,-122.286,1240,6900,0,0
949000,4,1.75,2490,7834,1,0,4,8,1958,0,"98033",47.6851,-122.209,3210,7834,0,0
445000,5,3,2930,5500,1,0,3,7,1951,0,"98118",47.5572,-122.281,1400,5500,0,0
1430000,4,2.5,3380,27589,2,0,3,10,1966,0,"98004",47.6292,-122.225,3390,20075,0,0
618000,3,2.5,2340,3630,2,0,3,9,1998,0,"98122",47.6059,-122.307,1820,5120,0,0
665000,3,1.75,1800,8000,1,0,3,8,1972,0,"98008",47.6357,-122.119,1950,8500,0,0
248000,3,2.5,2120,6840,1,0,3,7,1984,0,"98092",47.278,-122.145,1820,8200,0,0
699000,4,2.5,2550,7312,2,0,3,9,1988,0,"98008",47.6441,-122.113,2330,7480,0,0
396000,5,2.75,2840,12253,1,0,3,7,1960,0,"98028",47.7618,-122.253,2210,11620,0,0
1490000,5,3.5,3620,7821,2,0,3,10,1958,2010,"98040",47.5738,-122.215,2690,9757,0,1
775000,3,2.5,2620,241200,1.5,0,4,9,1998,0,"98027",47.4574,-122.01,2620,172933,0,0
286000,4,2.5,1820,7930,2,0,5,7,1989,0,"98038",47.359,-122.05,1490,7930,0,0
1210000,3,3.75,5400,24740,2,0,3,11,1997,0,"98053",47.6426,-121.955,1690,20000,0,0
711000,3,2.5,2880,36820,2,0,3,10,1992,0,"98077",47.766,-122.044,3190,36820,0,0
1270000,4,3.25,3640,3604,2,0,5,9,1913,0,"98122",47.6145,-122.284,1940,4600,0,0
808000,4,2.25,2190,4104,2,0,5,8,1928,0,"98112",47.6419,-122.306,1990,3860,0,0
825000,2,2,1830,3600,1,0,4,7,1926,0,"98109",47.6359,-122.351,2020,3600,0,0
711000,4,2.5,2095,4400,1.5,0,5,8,1910,0,"98116",47.5838,-122.39,1980,4400,0,0
420000,3,1,1440,5623,1,0,4,6,1922,0,"98115",47.696,-122.319,1280,5623,0,0
3e+05,3,2.5,1780,4650,2,0,3,7,2011,0,"98038",47.386,-122.047,3050,3848,1,0
225000,2,1,720,4758,1,0,3,6,1947,0,"98126",47.5176,-122.376,990,4920,0,0
570000,4,3,2710,217800,2.5,0,3,9,2006,0,"98022",47.2411,-121.932,2710,217800,1,0
1e+06,4,3.5,2990,4200,2,0,5,9,1925,0,"98144",47.593,-122.289,2390,4200,0,0
340000,5,2,1750,8220,1,0,3,7,1956,0,"98155",47.7694,-122.321,1210,6760,0,0
384000,3,2.75,1810,3292,2,0,3,8,2014,0,"98065",47.5164,-121.877,1810,2769,1,0
391000,2,1.75,1460,426450,1,0,5,7,1966,0,"98022",47.2079,-121.967,1810,17350,0,0
425000,3,2.5,1960,4709,2,0,3,7,2003,0,"98065",47.5322,-121.871,1700,4444,1,0
1850000,4,3.25,2910,1880,2,0,5,9,1914,0,"98122",47.616,-122.282,3100,8200,0,0
550000,3,2.25,1360,5111,1.5,0,5,7,1934,0,"98115",47.6988,-122.313,1900,5111,0,0
559000,3,2.5,2010,5200,2,0,3,8,1989,0,"98034",47.7142,-122.203,1860,4400,0,0
410000,4,2.25,2150,27345,2,0,5,8,1976,0,"98059",47.469,-122.121,2200,11923,0,0
805000,4,2.5,3320,38032,2,0,4,10,1991,0,"98077",47.7478,-122.036,3270,37804,0,0
550000,4,3.5,2970,6587,2,0,3,8,2014,0,"98059",47.4776,-122.122,2970,5690,1,0
739000,3,2.5,2310,7348,1,0,3,8,2010,0,"98053",47.7116,-122.019,2310,7153,1,0
735000,4,3.5,3200,7605,2,0,3,9,2013,0,"98198",47.3443,-122.327,2240,4416,1,0
5e+05,2,2.5,1320,1157,2,0,3,8,2014,0,"98107",47.6689,-122.363,1550,1519,1,0
336000,3,2.5,1260,1211,3,0,3,8,2004,0,"98103",47.6969,-122.343,1270,1211,1,0
452000,3,2.75,2300,5090,2,0,3,8,2007,0,"98106",47.545,-122.36,1530,9100,1,0
799000,3,2.5,2140,9897,1,0,4,8,1959,0,"98040",47.5505,-122.219,2680,10083,0,0
650000,3,3.25,1510,2000,2,0,3,9,2001,0,"98116",47.5815,-122.402,1510,1352,1,0
650000,3,2.5,2690,11575,1,0,3,8,1957,0,"98028",47.7605,-122.267,2390,11782,0,0
435000,4,2.5,1700,6380,1,0,4,7,1940,0,"98115",47.6988,-122.319,1380,6380,0,0
720000,3,1.75,2040,4000,2,0,5,7,1924,0,"98105",47.6675,-122.289,1610,4000,0,0
460000,3,1.75,1400,2003,1,0,4,8,1908,2006,"98119",47.6508,-122.368,1370,1281,0,1
340000,4,2.5,2360,7475,2,0,3,8,1992,0,"98031",47.4052,-122.17,2280,7570,0,0
340000,3,2.5,1400,4800,1,0,3,7,1921,0,"98117",47.6865,-122.379,1440,3840,0,0
850000,3,2.5,3300,11570,2,0,3,9,1994,0,"98006",47.5599,-122.121,3280,11446,0,0
680000,3,2.5,2620,14248,2,0,4,8,1977,0,"98004",47.6281,-122.194,2620,12343,0,0
970000,4,3.5,3780,20023,2,0,3,10,2001,0,"98029",47.5491,-122.006,2150,3675,1,0
5e+05,3,2,1550,6394,1.5,0,5,8,1918,0,"98126",47.5222,-122.379,1440,6387,0,0
585000,4,2.5,2330,45860,2,0,3,9,1989,0,"98075",47.5842,-121.992,2930,5020,0,0
1030000,4,3.25,2830,4000,2,0,3,9,1912,2012,"98144",47.5845,-122.291,2740,4000,0,1
295000,3,2.5,1660,8125,1,0,3,7,1999,0,"98148",47.4373,-122.333,1250,8125,0,0
470000,3,2.5,2280,6134,2,0,3,8,2004,0,"98065",47.5335,-121.854,2640,6167,1,0
408000,3,1.75,1970,7100,1,0,3,7,1976,0,"98072",47.7353,-122.172,1790,7455,0,0
510000,3,1.75,1920,43560,1,0,4,7,1962,0,"98074",47.6052,-122.044,2540,58806,0,0
249000,2,2,1090,1357,2,0,3,7,1990,0,"98028",47.7526,-122.244,1078,1318,0,0
350000,3,2.5,2240,7565,2,0,3,8,1999,0,"98003",47.3485,-122.301,2190,8254,0,0
1900000,5,4.25,6510,16471,2,0,4,11,1980,0,"98040",47.5758,-122.242,4480,16471,0,0
279000,2,2,800,5765,1,0,4,6,1936,0,"98133",47.7024,-122.346,1160,3844,0,0
325000,3,1.5,1210,7560,1,0,3,7,1941,0,"98126",47.5255,-122.374,980,7560,0,0
344000,2,2,1300,4659,1,0,3,8,2005,0,"98053",47.7132,-122.033,1640,4780,1,0
350000,2,1.5,1070,937,3,0,3,8,2003,0,"98115",47.6761,-122.3,1100,3200,1,0
435000,2,1.5,901,1245,3,0,3,7,2001,0,"98115",47.6774,-122.325,1138,1137,1,0
675000,4,3.5,2650,3127,2,0,3,8,2011,0,"98027",47.5381,-122.046,2330,3137,1,0
561000,5,2.75,3370,10315,2,0,3,9,2006,0,"98059",47.4893,-122.146,3010,8296,1,0
