"","price"
"4097",516800
"4098",702000
"4099",309800
"4100",251400
"4101",255600
"4102",302400
"4103",564000
"4104",240600
"4105",416600
"4106",1132000
"4107",535200
"4108",534400
"4109",494400
"4110",475200
"4111",437800
"4112",740600
"4113",271000
"4114",546400
"4115",348400
"4116",616800
"4117",558200
"4118",219200
"4119",1035000
"4120",721000
"4121",705400
"4122",679400
"4123",543200
"4124",753400
"4125",172200
"4126",565400
"4127",325600
"4128",836000
"4129",655200
"4130",242400
"4131",836800
"4132",782000
"4133",263600
"4134",397600
"4135",778200
"4136",389200
"4137",314600
"4138",1247000
"4139",499800
"4140",384800
"4141",459200
"4142",683000
"4143",218000
"4144",340200
"4145",806400
"4146",369800
"4147",629000
"4148",920000
"4149",235400
"4150",716200
"4151",784800
"4152",227600
"4153",650600
"4154",450000
"4155",604200
"4156",556600
"4157",259400
"4158",345200
"4159",441200
"4160",393600
"4161",961400
"4162",376600
"4163",521600
"4164",222800
"4165",288600
"4166",1245000
"4167",235200
"4168",345800
"4169",1582000
"4170",296800
"4171",298800
"4172",272200
"4173",177400
"4174",285400
"4175",469600
"4176",252000
"4177",797000
"4178",417600
"4179",753000
"4180",653000
"4181",1052000
"4182",5e+05
"4183",241800
"4184",327400
"4185",564800
"4186",611200
"4187",445000
"4188",617400
"4189",996400
"4190",425600
"4191",323200
"4192",455000
"4193",619800
"4194",539800
"4195",267200
"4196",417200
"4197",255600
"4198",349800
"4199",412600
"4200",371400
"4201",448200
"4202",576400
"4203",565400
"4204",533600
"4205",619200
"4206",1107000
"4207",527400
"4208",1021000
"4209",408600
"4210",653600
"4211",395000
"4212",464400
"4213",446600
"4214",815200
"4215",332400
"4216",369800
"4217",359600
"4218",613000
"4219",527400
"4220",307200
"4221",204200
"4222",370800
"4223",844200
"4224",731600
"4225",433600
"4226",293600
"4227",226200
"4228",1666000
"4229",1268000
"4230",323800
"4231",237000
"4232",443000
"4233",576000
"4234",765600
"4235",532000
"4236",608800
"4237",219400
"4238",907400
"4239",450600
"4240",415800
"4241",381800
"4242",1072400
"4243",826000
"4244",338000
"4245",228166.667
"4246",249000
"4247",679400
"4248",587600
"4249",550200
"4250",238000
"4251",1538000
"4252",299400
"4253",510000
"4254",541000
"4255",572400
"4256",369600
"4257",383000
"4258",278600
"4259",931200
"4260",927800
"4261",939000
"4262",762800
"4263",419800
"4264",673800
"4265",765400
"4266",213200
"4267",552000
"4268",412800
"4269",511600
"4270",491200
"4271",233800
"4272",539000
"4273",583000
"4274",1156000
"4275",847600
"4276",542200
"4277",297600
"4278",626400
"4279",538600
"4280",587400
"4281",476800
"4282",196333.333
"4283",753200
"4284",263000
"4285",365600
"4286",379400
"4287",1786000
"4288",307200
"4289",556200
"4290",263000
"4291",429800
"4292",1232600
"4293",632400
"4294",318800
"4295",280200
"4296",433200
"4297",337000
"4298",562800
"4299",598000
"4300",1051400
"4301",395800
"4302",711200
"4303",1469000
"4304",488800
"4305",584200
"4306",740800
"4307",602400
"4308",310800
"4309",299000
"4310",340200
"4311",363600
"4312",794200
"4313",377200
"4314",1078000
"4315",617800
"4316",575400
"4317",254800
"4318",447000
"4319",1242000
"4320",471400
"4321",613000
"4322",263800
"4323",278200
"4324",544200
"4325",241600
"4326",940000
"4327",397800
"4328",326000
"4329",565600
"4330",666000
"4331",544000
"4332",507200
"4333",248400
"4334",236200
"4335",392200
"4336",433600
"4337",447600
"4338",502200
"4339",525400
"4340",494600
"4341",445000
"4342",433000
"4343",332400
"4344",903600
"4345",843200
"4346",510200
"4347",655600
"4348",687400
"4349",214200
"4350",235400
"4351",254200
"4352",600200
"4353",345200
"4354",666600
"4355",1018000
"4356",568600
"4357",712800
"4358",568000
"4359",772400
"4360",370200
"4361",534400
"4362",545000
"4363",1128000
"4364",452600
"4365",563800
"4366",456000
"4367",396800
"4368",769000
"4369",825000
"4370",351400
"4371",357200
"4372",410200
"4373",783200
"4374",654200
"4375",251400
"4376",171700
"4377",389800
"4378",2050000
"4379",793000
"4380",388000
"4381",880600
"4382",595600
"4383",239200
"4384",384800
"4385",569800
"4386",775400
"4387",497600
"4388",648600
"4389",387400
"4390",282600
"4391",1663000
"4392",339400
"4393",637400
"4394",366400
"4395",489000
"4396",671600
"4397",701400
"4398",431600
"4399",457600
"4400",690200
"4401",539800
"4402",769000
"4403",496600
"4404",276600
"4405",268200
"4406",399400
"4407",540800
"4408",631000
"4409",803200
"4410",299400
"4411",731600
"4412",571600
"4413",466400
"4414",542600
"4415",520600
"4416",551400
"4417",824000
"4418",575600
"4419",711800
"4420",502200
"4421",1192000
"4422",602000
"4423",388200
"4424",593000
"4425",666000
"4426",476400
"4427",691800
"4428",412400
"4429",479000
"4430",816000
"4431",552400
"4432",369600
"4433",527200
"4434",425200
"4435",428200
"4436",273800
"4437",504800
"4438",543600
"4439",543400
"4440",583600
"4441",659800
"4442",723000
"4443",254400
"4444",1464000
"4445",316200
"4446",172000
"4447",304800
"4448",445400
"4449",500200
"4450",322000
"4451",555600
"4452",291400
"4453",293600
"4454",245200
"4455",708200
"4456",573800
"4457",571000
"4458",300200
"4459",207000
"4460",547000
"4461",939600
"4462",873400
"4463",345600
"4464",444400
"4465",303200
"4466",935800
"4467",697400
"4468",348200
"4469",482600
"4470",388600
"4471",420600
"4472",891800
"4473",564200
"4474",599600
"4475",610400
"4476",343400
"4477",407600
"4478",205000
"4479",465800
"4480",284400
"4481",512400
"4482",377800
"4483",951000
"4484",461000
"4485",347000
"4486",414800
"4487",771600
"4488",699400
"4489",1794000
"4490",538000
"4491",479200
"4492",814000
"4493",527400
"4494",465200
"4495",271600
"4496",282200
"4497",437800
"4498",208000
"4499",516800
"4500",844600
"4501",523000
"4502",1199000
"4503",175800
"4504",301400
"4505",467000
"4506",388000
"4507",431000
"4508",797600
"4509",510400
"4510",714600
"4511",419800
"4512",481400
"4513",264200
"4514",552000
"4515",336600
"4516",541800
"4517",280400
"4518",475400
"4519",804000
"4520",797600
"4521",550000
"4522",285000
"4523",427200
"4524",465200
"4525",621000
"4526",239800
"4527",337400
"4528",357600
"4529",438600
"4530",996400
"4531",331400
"4532",335000
"4533",418400
"4534",263400
"4535",317400
"4536",301400
"4537",633000
"4538",493400
"4539",465400
"4540",535000
"4541",251200
"4542",199800
"4543",409000
"4544",362800
"4545",494600
"4546",212600
"4547",298200
"4548",290200
"4549",257600
"4550",291000
"4551",919000
"4552",197600
"4553",569600
"4554",336600
"4555",495000
"4556",650000
"4557",270600
"4558",319400
"4559",335600
"4560",492400
"4561",462000
"4562",494800
"4563",909600
"4564",898200
"4565",515400
"4566",341800
"4567",386200
"4568",305800
"4569",412400
"4570",475400
"4571",390800
"4572",255600
"4573",325800
"4574",868400
"4575",452400
"4576",364200
"4577",638000
"4578",684000
"4579",530000
"4580",651000
"4581",313000
"4582",751000
"4583",234000
"4584",682200
"4585",552600
"4586",489400
"4587",515600
"4588",564400
"4589",926200
"4590",444000
"4591",513200
"4592",661000
"4593",189000
"4594",687200
"4595",249200
"4596",585200
"4597",354000
"4598",261000
"4599",674400
"4600",512600
"4601",1507400
"4602",863200
"4603",172000
"4604",1516000
"4605",242800
"4606",555200
"4607",915600
"4608",421000
"4609",730600
"4610",236400
"4611",569200
"4612",1061000
"4613",336400
"4614",274200
"4615",735000
"4616",497600
"4617",751000
"4618",736800
"4619",508400
"4620",426000
"4621",255400
"4622",639200
"4623",379400
"4624",456400
"4625",469200
"4626",628800
"4627",259400
"4628",422600
"4629",1138000
"4630",494800
"4631",519400
"4632",757200
"4633",574200
"4634",533600
"4635",413600
"4636",321200
"4637",723800
"4638",516200
"4639",339000
"4640",722800
"4641",440200
"4642",283600
"4643",518200
"4644",701800
"4645",262800
"4646",313800
"4647",590800
"4648",596400
"4649",456000
"4650",368000
"4651",582200
"4652",303800
"4653",493600
"4654",454200
"4655",511600
"4656",370200
"4657",476800
"4658",396400
"4659",371800
"4660",610800
"4661",561800
"4662",496600
"4663",743800
"4664",419000
"4665",300400
"4666",474000
"4667",1888000
"4668",472600
"4669",629000
"4670",1126200
"4671",405000
"4672",637000
"4673",622600
"4674",607000
"4675",626000
"4676",1015000
"4677",616200
"4678",521000
"4679",816400
"4680",405800
"4681",1224000
"4682",429800
"4683",1702000
"4684",520400
"4685",686800
"4686",793000
"4687",641000
"4688",348400
"4689",352800
"4690",740400
"4691",681000
"4692",596000
"4693",567600
"4694",296800
"4695",2658000
"4696",244400
"4697",271000
"4698",460800
"4699",435200
"4700",435800
"4701",535200
"4702",1966000
"4703",222000
"4704",928600
"4705",307000
"4706",434600
"4707",506000
"4708",1740000
"4709",203800
"4710",774800
"4711",251800
"4712",201400
"4713",603600
"4714",475800
"4715",485000
"4716",838400
"4717",669600
"4718",231000
"4719",491200
"4720",604400
"4721",506400
"4722",515600
"4723",485600
"4724",352400
"4725",506600
"4726",508600
"4727",231000
"4728",392000
"4729",548200
"4730",407400
"4731",974400
"4732",279166.667
"4733",426200
"4734",585200
"4735",875000
"4736",493600
"4737",983000
"4738",497400
"4739",459600
"4740",364000
"4741",800600
"4742",589000
"4743",422600
"4744",537400
"4745",790000
"4746",503000
"4747",414600
"4748",729400
"4749",1037600
"4750",541800
"4751",739400
"4752",581800
"4753",654200
"4754",728800
"4755",398000
"4756",538000
"4757",470400
"4758",440600
"4759",530600
"4760",404000
"4761",274200
"4762",347200
"4763",293400
"4764",438200
"4765",441200
"4766",640200
"4767",440000
"4768",512000
"4769",559200
"4770",268200
"4771",426800
"4772",828400
"4773",653400
"4774",581400
"4775",574000
"4776",552000
"4777",602200
"4778",640000
"4779",657800
"4780",311000
"4781",646800
"4782",521800
"4783",930000
"4784",1282000
"4785",474800
"4786",234600
"4787",261600
"4788",1026000
"4789",907200
"4790",233800
"4791",463000
"4792",522400
"4793",702000
"4794",461600
"4795",464400
"4796",623800
"4797",542800
"4798",484600
"4799",1108000
"4800",286800
"4801",462400
"4802",336200
"4803",699000
"4804",336000
"4805",705000
"4806",257600
"4807",495800
"4808",224200
"4809",266600
"4810",587200
"4811",217200
"4812",392200
"4813",799800
"4814",190400
"4815",400400
"4816",552400
"4817",280400
"4818",350000
"4819",339000
"4820",355600
"4821",279000
"4822",652200
"4823",487400
"4824",827200
"4825",238800
"4826",315400
"4827",667600
"4828",471400
"4829",1107000
"4830",588200
"4831",322200
"4832",255600
"4833",282200
"4834",337200
"4835",237600
"4836",688200
"4837",549600
"4838",614400
"4839",610000
"4840",645800
"4841",253800
"4842",645600
"4843",630600
"4844",619600
"4845",323400
"4846",941200
"4847",344200
"4848",462400
"4849",341800
"4850",568400
"4851",532200
"4852",370200
"4853",260000
"4854",339400
"4855",255666.667
"4856",382000
"4857",900200
"4858",1358200
"4859",570800
"4860",596600
"4861",1075000
"4862",331600
"4863",966800
"4864",385400
"4865",562600
"4866",214800
"4867",330600
"4868",1335000
"4869",840600
"4870",514200
"4871",670200
"4872",410600
"4873",565600
"4874",1784000
"4875",509800
"4876",359000
"4877",708000
"4878",1014800
"4879",725400
"4880",170600
"4881",300200
"4882",364800
"4883",557800
"4884",711800
"4885",268200
"4886",364800
"4887",800400
"4888",354200
"4889",356800
"4890",920200
"4891",316200
"4892",591166.667
"4893",811000
"4894",384200
"4895",513200
"4896",264000
"4897",208600
"4898",446600
"4899",262400
"4900",227800
"4901",550800
"4902",366000
"4903",585200
"4904",404800
"4905",433200
"4906",430000
"4907",773200
"4908",261600
"4909",858400
"4910",369600
"4911",303600
"4912",565400
"4913",453800
"4914",880200
"4915",748000
"4916",321400
"4917",253600
"4918",594400
"4919",204200
"4920",360800
"4921",342800
"4922",512600
"4923",439000
"4924",471400
"4925",629800
"4926",827000
"4927",554600
"4928",325200
"4929",281800
"4930",372800
"4931",325400
"4932",551400
"4933",441200
"4934",471400
"4935",425600
"4936",236800
"4937",527000
"4938",189800
"4939",431000
"4940",486800
"4941",834000
"4942",541000
"4943",669400
"4944",372000
"4945",414800
"4946",495200
"4947",923800
"4948",524000
"4949",476200
"4950",190000
"4951",899400
"4952",221000
"4953",419400
"4954",347600
"4955",854200
"4956",453600
"4957",494600
"4958",471000
"4959",414200
"4960",450800
"4961",476600
"4962",681400
"4963",187400
"4964",785000
"4965",767000
"4966",245200
"4967",420000
"4968",292600
"4969",427400
"4970",528400
"4971",462800
"4972",861200
"4973",577800
"4974",270200
"4975",848200
"4976",580000
"4977",460600
"4978",444400
"4979",241200
"4980",802000
"4981",504000
"4982",199200
"4983",361800
"4984",350800
"4985",536000
"4986",1249000
"4987",372400
"4988",243200
"4989",488400
"4990",600600
"4991",931400
"4992",468800
"4993",306600
"4994",261000
"4995",252200
"4996",536000
"4997",572200
"4998",521000
"4999",755600
"5000",843000
"5001",448200
"5002",1075000
"5003",550600
"5004",376800
"5005",380000
"5006",332000
"5007",286200
"5008",367600
"5009",252800
"5010",440400
"5011",223600
"5012",333400
"5013",1574000
"5014",367800
"5015",249200
"5016",539000
"5017",381400
"5018",263600
"5019",539600
"5020",311600
"5021",165800
"5022",828000
"5023",417200
"5024",592200
"5025",283800
"5026",431000
"5027",183800
"5028",582000
"5029",294200
"5030",1099000
"5031",731200
"5032",830600
"5033",315400
"5034",501400
"5035",209600
"5036",448800
"5037",711200
"5038",1158800
"5039",495400
"5040",487600
"5041",545600
"5042",715600
"5043",508400
"5044",528400
"5045",367400
"5046",216400
"5047",405600
"5048",501400
"5049",530000
"5050",270200
"5051",251400
"5052",410200
"5053",678600
"5054",442400
"5055",578000
"5056",478000
"5057",547600
"5058",529200
"5059",536800
"5060",1117200
"5061",633400
"5062",476600
"5063",527200
"5064",644400
"5065",1730000
"5066",775400
"5067",292000
"5068",576600
"5069",1436000
"5070",621600
"5071",578000
"5072",1478000
"5073",377600
"5074",225600
"5075",520800
"5076",389800
"5077",484600
"5078",189000
"5079",489000
"5080",350000
"5081",405000
"5082",660000
"5083",1444000
"5084",333800
"5085",356200
"5086",384200
"5087",570400
"5088",295600
"5089",536800
"5090",773800
"5091",620200
"5092",576400
"5093",230600
"5094",587000
"5095",284400
"5096",883000
"5097",213800
"5098",548400
"5099",499000
"5100",939800
"5101",238000
"5102",454800
"5103",504600
"5104",467800
"5105",650800
"5106",431000
"5107",860400
"5108",579200
"5109",454400
"5110",360000
"5111",770000
"5112",537400
"5113",453000
"5114",653200
"5115",405400
"5116",601400
"5117",455600
"5118",423600
"5119",683800
"5120",208200
"5121",494600
"5122",1998000
"5123",302600
"5124",238600
"5125",394400
"5126",669400
"5127",303600
"5128",476000
"5129",412600
"5130",1688000
"5131",529600
"5132",608000
"5133",250000
"5134",542800
"5135",658200
"5136",285200
"5137",208000
"5138",584400
"5139",381400
"5140",327800
"5141",841400
"5142",232600
"5143",510800
"5144",687000
"5145",569800
"5146",640200
"5147",236000
"5148",298200
"5149",752000
"5150",320600
"5151",357600
"5152",222600
"5153",379600
"5154",195800
"5155",370600
"5156",223200
"5157",709600
"5158",245400
"5159",254800
"5160",472400
"5161",383000
"5162",475000
"5163",1129000
"5164",199000
"5165",559600
"5166",465000
"5167",419200
"5168",424800
"5169",234400
"5170",353800
"5171",321600
"5172",328000
"5173",917000
"5174",369200
"5175",485200
"5176",305600
"5177",547000
"5178",255600
"5179",332000
"5180",718400
"5181",409800
"5182",654800
"5183",726400
"5184",579000
"5185",618800
"5186",184600
"5187",558800
"5188",340400
"5189",198400
"5190",772400
"5191",585800
"5192",473800
"5193",492400
"5194",353400
"5195",339600
"5196",469600
"5197",639200
"5198",369600
"5199",245800
"5200",819000
"5201",1139600
"5202",390200
"5203",579000
"5204",430200
"5205",862800
"5206",300400
"5207",333600
"5208",2032000
"5209",690400
"5210",249600
"5211",496800
"5212",307000
"5213",416800
"5214",280600
"5215",227200
"5216",316600
"5217",472400
"5218",412800
"5219",545200
"5220",2120000
"5221",586000
"5222",403000
"5223",353000
"5224",614800
"5225",1594000
"5226",277800
"5227",711400
"5228",566200
"5229",423000
"5230",649000
"5231",486400
"5232",994000
"5233",364800
"5234",2046000
"5235",641200
"5236",727000
"5237",534800
"5238",388000
"5239",691400
"5240",540600
"5241",440400
"5242",2e+05
"5243",210000
"5244",413400
"5245",806000
"5246",277000
"5247",694000
"5248",637200
"5249",693400
"5250",723800
"5251",260400
"5252",1088000
"5253",492600
"5254",369600
"5255",363800
"5256",225800
"5257",394400
"5258",561800
"5259",642000
"5260",273800
"5261",236800
"5262",387800
"5263",489800
"5264",410200
"5265",596400
"5266",843600
"5267",324400
"5268",827200
"5269",352400
"5270",640000
"5271",360800
"5272",464000
"5273",647200
"5274",309200
"5275",349000
"5276",510400
"5277",349000
"5278",693600
"5279",277800
"5280",536800
"5281",437000
"5282",322800
"5283",279600
"5284",470800
"5285",404000
"5286",632400
"5287",338600
"5288",205600
"5289",416200
"5290",266400
"5291",516000
"5292",263000
"5293",543400
"5294",514800
"5295",322000
"5296",205800
"5297",523800
"5298",359600
"5299",490200
"5300",523600
"5301",807600
"5302",344400
"5303",438400
"5304",302400
"5305",1208000
"5306",279000
"5307",840200
"5308",618400
"5309",435800
"5310",408200
"5311",329800
"5312",1576400
"5313",592600
"5314",442600
"5315",270200
"5316",505600
"5317",409800
"5318",401400
"5319",333600
"5320",659400
"5321",372000
"5322",606000
"5323",666000
"5324",408600
"5325",487000
"5326",333000
"5327",617600
"5328",242000
"5329",257000
"5330",534000
"5331",613800
"5332",682800
"5333",253200
"5334",2310000
"5335",301400
"5336",286200
"5337",294800
"5338",300400
"5339",454800
"5340",454600
"5341",752600
"5342",512600
"5343",264000
"5344",240400
"5345",380600
"5346",322800
"5347",382600
"5348",693600
"5349",1180000
"5350",395000
"5351",370000
"5352",5e+05
"5353",577800
"5354",294000
"5355",726400
"5356",586000
"5357",295000
"5358",522400
"5359",179200
"5360",545000
"5361",467800
"5362",411000
"5363",447000
"5364",339800
"5365",254600
"5366",539000
"5367",291400
"5368",598600
"5369",446600
"5370",338800
"5371",229000
"5372",408200
"5373",619800
"5374",487800
"5375",1209000
"5376",452200
"5377",626800
"5378",366800
"5379",193600
"5380",357200
"5381",430800
"5382",513000
"5383",247600
"5384",338800
"5385",574000
"5386",511000
"5387",341200
"5388",321200
"5389",1219200
"5390",1342000
"5391",396400
"5392",350000
"5393",482400
"5394",265200
"5395",3e+05
"5396",321400
"5397",223800
"5398",1732000
"5399",486000
"5400",689400
"5401",359400
"5402",274800
"5403",545200
"5404",555800
"5405",239400
"5406",296800
"5407",186000
"5408",676000
"5409",279600
"5410",536400
"5411",472000
"5412",359400
"5413",213800
"5414",213400
"5415",225200
"5416",534000
"5417",397200
"5418",634800
"5419",411800
"5420",357600
"5421",727000
"5422",814200
"5423",438200
"5424",625200
"5425",501000
"5426",301000
"5427",257200
"5428",414600
"5429",251000
"5430",751400
"5431",512400
"5432",902600
"5433",443000
"5434",597600
"5435",191200
"5436",1261000
"5437",454800
"5438",331200
"5439",258800
"5440",365400
"5441",793000
"5442",432000
"5443",429200
"5444",586600
"5445",256600
"5446",227600
"5447",513800
"5448",647800
"5449",935400
"5450",657600
"5451",734800
"5452",294800
"5453",328800
"5454",1059000
"5455",1156000
"5456",873600
"5457",599600
"5458",318200
"5459",580600
"5460",517200
"5461",415800
"5462",801600
"5463",797800
"5464",459800
"5465",313600
"5466",628400
"5467",494800
"5468",1111000
"5469",323800
"5470",684800
"5471",528400
"5472",433600
"5473",2492000
"5474",388200
"5475",552800
"5476",669600
"5477",2458000
"5478",643200
"5479",1340000
"5480",540600
"5481",563000
"5482",226400
"5483",489000
"5484",427000
"5485",429000
"5486",626600
"5487",320200
"5488",773000
"5489",1124000
"5490",475200
"5491",233200
"5492",254400
"5493",173400
"5494",425400
"5495",242400
"5496",559000
"5497",653400
"5498",366000
"5499",644400
"5500",479400
"5501",613400
"5502",743000
"5503",564000
"5504",307000
"5505",273800
"5506",521200
"5507",366800
"5508",285400
"5509",633000
"5510",907400
"5511",300800
"5512",322600
"5513",490400
"5514",721600
"5515",560800
"5516",331000
"5517",688600
"5518",925600
"5519",478800
"5520",646200
"5521",831600
"5522",457200
"5523",763600
"5524",516600
"5525",266400
"5526",570000
"5527",650600
"5528",451200
"5529",347800
"5530",342000
"5531",557800
"5532",913200
"5533",861400
"5534",471400
"5535",924800
"5536",788200
"5537",253600
"5538",209200
"5539",468600
"5540",638000
"5541",267000
"5542",233600
"5543",623600
"5544",758200
"5545",522200
"5546",511400
"5547",317600
"5548",493600
"5549",252200
"5550",299200
"5551",415600
"5552",827800
"5553",494200
"5554",372200
"5555",2740000
"5556",694400
"5557",417200
"5558",681600
"5559",228800
"5560",499800
"5561",214600
"5562",1232800
"5563",582200
"5564",451400
"5565",318600
"5566",226200
"5567",326400
"5568",537200
"5569",568600
"5570",286200
"5571",575000
"5572",339000
"5573",485800
"5574",290600
"5575",297800
"5576",1426000
"5577",764600
"5578",421800
"5579",564400
"5580",244600
"5581",181800
"5582",508600
"5583",388400
"5584",343000
"5585",260200
"5586",698400
"5587",266400
"5588",559200
"5589",609400
"5590",502200
"5591",577800
"5592",207000
"5593",445600
"5594",892600
"5595",239400
"5596",825400
"5597",409000
"5598",401600
"5599",260200
"5600",371800
"5601",341400
"5602",496600
"5603",379000
"5604",545000
"5605",799000
"5606",502600
"5607",597600
"5608",491200
"5609",462200
"5610",1200000
"5611",433400
"5612",417200
"5613",388800
"5614",300200
"5615",274000
"5616",288800
"5617",224200
"5618",621800
"5619",479200
"5620",419800
"5621",385800
"5622",513800
"5623",565600
"5624",299800
"5625",870000
"5626",595000
"5627",177600
"5628",981000
"5629",322000
"5630",321400
"5631",917200
"5632",858000
"5633",686200
"5634",375600
"5635",309400
"5636",1020800
"5637",490200
"5638",502400
"5639",1081800
"5640",345200
"5641",499400
"5642",779600
"5643",873600
"5644",331600
"5645",416400
"5646",1022800
"5647",999800
"5648",288200
"5649",239600
"5650",506800
"5651",440200
"5652",471400
"5653",585600
"5654",346600
"5655",467200
"5656",784800
"5657",613600
"5658",334600
"5659",612000
"5660",1356000
"5661",458200
"5662",351200
"5663",710000
"5664",320200
"5665",688000
"5666",201600
"5667",427800
"5668",264600
"5669",395200
"5670",443600
"5671",292200
"5672",552800
"5673",761200
"5674",740000
"5675",342000
"5676",252600
"5677",427400
"5678",318000
"5679",468200
"5680",678000
"5681",427800
"5682",456600
"5683",590400
"5684",435600
"5685",295000
"5686",929000
"5687",681400
"5688",294400
"5689",190000
"5690",203800
"5691",689600
"5692",735000
"5693",427400
"5694",648600
"5695",429800
"5696",558800
"5697",373000
"5698",616200
"5699",478000
"5700",502000
"5701",415800
"5702",415000
"5703",404800
"5704",591400
"5705",643800
"5706",852200
"5707",545400
"5708",322200
"5709",284200
"5710",464400
"5711",434400
"5712",1214000
"5713",751600
"5714",252800
"5715",381000
"5716",365600
"5717",334800
"5718",201000
"5719",443000
"5720",984600
"5721",762400
"5722",406600
"5723",410200
"5724",639800
"5725",296400
"5726",895800
"5727",527200
"5728",347600
"5729",637600
"5730",908200
"5731",969600
"5732",375600
"5733",261200
"5734",751800
"5735",297000
"5736",204200
"5737",356400
"5738",518800
"5739",271800
"5740",904400
"5741",405000
"5742",548400
"5743",727400
"5744",410200
"5745",629600
"5746",676200
"5747",168600
"5748",593200
"5749",531400
"5750",887200
"5751",644400
"5752",356400
"5753",344400
"5754",293800
"5755",2266000
"5756",850000
"5757",475600
"5758",667800
"5759",939000
"5760",434600
"5761",547800
"5762",303000
"5763",248000
"5764",265400
"5765",495600
"5766",1432000
"5767",859600
"5768",413200
"5769",374000
"5770",588200
"5771",205400
"5772",365200
"5773",463000
"5774",588400
"5775",338400
"5776",654000
"5777",723400
"5778",286800
"5779",651800
"5780",1087800
"5781",1882000
"5782",430400
"5783",485800
"5784",576600
"5785",652000
"5786",815200
"5787",612000
"5788",233600
"5789",294600
"5790",351400
"5791",409000
"5792",401000
"5793",340000
"5794",250800
"5795",563000
"5796",310200
"5797",351600
"5798",524600
"5799",280800
"5800",633800
"5801",274200
"5802",486600
"5803",290200
"5804",268000
"5805",370400
"5806",720400
"5807",539200
"5808",253200
"5809",605200
"5810",368800
"5811",517000
"5812",176000
"5813",699400
"5814",269200
"5815",423000
"5816",640000
"5817",675200
"5818",400200
"5819",645200
"5820",624000
"5821",338400
"5822",242400
"5823",982000
"5824",225000
"5825",287600
"5826",410400
"5827",381400
"5828",246600
"5829",622400
"5830",692600
"5831",447400
"5832",540800
"5833",440200
"5834",510800
"5835",285800
"5836",313800
"5837",518200
"5838",614600
"5839",264200
"5840",204000
"5841",732200
"5842",328000
"5843",811000
"5844",443800
"5845",322000
"5846",246000
"5847",435800
"5848",240200
"5849",208800
"5850",855800
"5851",497800
"5852",294800
"5853",449600
"5854",211000
"5855",868800
"5856",738800
"5857",370200
"5858",259200
"5859",1184200
"5860",419600
"5861",536800
"5862",838200
"5863",376000
"5864",528800
"5865",3580000
"5866",258600
"5867",881200
"5868",456800
"5869",246200
"5870",307000
"5871",532400
"5872",640000
"5873",427600
"5874",259000
"5875",639800
"5876",349000
"5877",309800
"5878",341400
"5879",943000
"5880",706000
"5881",709000
"5882",411000
"5883",532000
"5884",315400
"5885",463000
"5886",423800
"5887",259600
"5888",384000
"5889",773800
"5890",342000
"5891",199200
"5892",433400
"5893",297600
"5894",670600
"5895",479400
"5896",323400
"5897",311400
"5898",265800
"5899",220400
"5900",809800
"5901",230000
"5902",517200
"5903",431000
"5904",484200
"5905",601000
"5906",504200
"5907",680600
"5908",567000
"5909",992800
"5910",383400
"5911",386000
"5912",293000
"5913",460400
"5914",213000
"5915",226400
"5916",445800
"5917",383200
"5918",359600
"5919",1050000
"5920",155800
"5921",227600
"5922",404800
"5923",405400
"5924",558000
"5925",359800
"5926",352800
"5927",224800
"5928",748800
"5929",205200
"5930",353600
"5931",394600
"5932",280600
"5933",660200
"5934",470600
"5935",391000
"5936",404600
"5937",189600
"5938",343200
"5939",268200
"5940",493000
"5941",818600
"5942",251400
"5943",339800
"5944",285400
"5945",182200
"5946",239000
"5947",315000
"5948",409200
"5949",1016200
"5950",253200
"5951",308000
"5952",680400
"5953",702000
"5954",742600
"5955",679400
"5956",548000
"5957",1089200
"5958",450400
"5959",611200
"5960",663400
"5961",290600
"5962",294800
"5963",680200
"5964",585000
"5965",430000
"5966",526600
"5967",871800
"5968",1062000
"5969",752000
"5970",253600
"5971",246000
"5972",215600
"5973",644600
"5974",435400
"5975",1308800
"5976",657600
"5977",236600
"5978",1904000
"5979",632400
"5980",446800
"5981",229400
"5982",292200
"5983",512000
"5984",203800
"5985",353200
"5986",955600
"5987",253400
"5988",1097200
"5989",324600
"5990",311600
"5991",416400
"5992",841000
"5993",366000
"5994",303000
"5995",269400
"5996",352200
"5997",552400
"5998",322400
"5999",384200
"6000",468000
"6001",1166000
"6002",407000
"6003",580200
"6004",832400
"6005",368400
"6006",597400
"6007",555800
"6008",832200
"6009",239800
"6010",424600
"6011",975600
"6012",718800
"6013",529800
"6014",314600
"6015",476200
"6016",193200
"6017",517400
"6018",522200
"6019",312400
"6020",415400
"6021",1098400
"6022",1097000
"6023",413400
"6024",421800
"6025",451000
"6026",477200
"6027",256200
"6028",198600
"6029",447400
"6030",260800
"6031",632800
"6032",288800
"6033",229200
"6034",250800
"6035",442800
"6036",562000
"6037",502800
"6038",333800
"6039",363400
"6040",757800
"6041",630800
"6042",281400
"6043",444200
"6044",376200
"6045",1475000
"6046",560800
"6047",480000
"6048",582400
"6049",208000
"6050",424000
"6051",803000
"6052",454600
"6053",339800
"6054",334600
"6055",190400
"6056",647200
"6057",437400
"6058",388000
"6059",355800
"6060",646800
"6061",420800
"6062",511400
"6063",255600
"6064",467600
"6065",280200
"6066",1252800
"6067",483800
"6068",423000
"6069",255200
"6070",1167000
"6071",545200
"6072",727200
"6073",667000
"6074",648800
"6075",221800
"6076",443800
